17	217	275,304,432	0	0	0	0	0	0
18	53,77,130,159,218,297,300,325,347	136	0	0	0	0	0	0
19		430	0	0	0	0	0	0
20		254,287,317,34,257,23,490,456,57,127,0	0	0	0	0	0	0
21	85,125,304,325,345,428,443,499	443,411,358,9,170,322,118,226,26,12,459,409,11,440,207	0.10000000000000001	0.125	1	0.125	0.46927872602275644	0.25294270276765712
22	43,123,317	98,316,58,401,292,328,209,487,273,101,95,396,205,56,157,23	0	0	0	0	0	0
23	349,486	141,25,361,158,439,473,384,26,42,446,256,434,453,286,414,402,236,357,272,295,221,52	0	0	0	0	0	0
24	216,251,375	259,388,334,496,160,244,75,323,288,134	0	0	0	0	0	0
25	31,444	46,111,226,432,260,13,261,103,133,339,287,302,135,42,345,274,153,259,204,131,25,121,248,22	0	0	0	0	0	0
26	11,62,157,172,373,375,411	218,275	0	0	0	0	0	0
27	388	213,54,173,175,194,421,120,95,278,205,318,202,470,63,385,496	0	0	0	0	0	0
28	80,87,124,173,379,408,413,457,470	126,128	0	0	0	0	0	0
29	45,126,161,201,247,274,335,391,415	152,453,146,73,8,269,106,443,299,172,438	0	0	0	0	0	0
30	380	433,315,251,349,487,287,142,451,179,309,323,495,32,235,343,276,394,427,414,229,130,392,454,417,144,421,70	0	0	0	0	0	0
31		124,24,40,104,369,494,238,377,18,38,334,92	0	0	0	0	0	0
32	213,294	230,148	0	0	0	0	0	0
33	16,55,111,229,251,365,369,471	195,50,92,109,330,247,357,104,472,399,264,134,76,376,389,361,170,322,466,319,289,19,53,215,71,167,9,318,442	0	0	0	0	0	0
34	54,67,115,139,149,166,498	295	0	0	0	0	0	0
35	469,474	46,12,403,418,243,365,23,491,209,480,57,48,423,83,80,328,283,245,7,82,102,370,386,160	0	0	0	0	0	0
36	7,121,129,173,206,236,285,336,354,434	356,495,136,210,487,259,404,281,204,138,90,100,29,53,418,198,290,80,74,268,199,69,388,64,226,288,308,422,220,488	0	0	0	0	0	0
37	275,390,398,412,476	213,47,398,407,19,87,358,412,298,400,205,91,102,360,66,310,40,115,283,470,479,146,7,322,206,173,185,426	0.20000000000000001	0.40000000000000002	0.33333333333333331	0.11666666666666665	0.23463936301137822	0.27657323500407183
38	12,60,145,191,246	146,486,84,418,285,50,221,309,74,71,208,435,164,451,229,185	0	0	0	0	0	0
39	3,72,233,320,451	241,189,283,288,28,274,90,344,488,147,319,27,308,309,197,215,106,204,452	0	0	0	0	0	0
40	145,183,458,490	361,71,76,465,200,210,393,301,343,22,156,457,489,317,221,371,144,490,187,154,97	0	0	0	0.013888888888888888	0	0
41	162,171,183,184,196,206,214,317,410	23,382,189,198,393,486,158,53,166,146,44,174,91,270,190,238,320,185,57	0	0	0	0	0	0
42	19,68,180,214,223,276,361,498	362	0	0	0	0	0	0
43	170,281	43,442,93,181,117,473,252,133,409,294,307,313,434,349,108,340,180,413,405,248,81,138,412	0	0	0	0	0	0
44	87,129,164,314,325,423,425,444,470,473	213,180,409,170,168,473,27,147,133,468,125,418	0.10000000000000001	0.10000000000000001	0.16666666666666666	0.016666666666666666	0	0.078398268978675328
45	17,152,217,243,244,344,354,439,480	442,464,146,91,207,453,90,97,3,185,48,129,394,265	0	0	0	0	0	0
46	13,36,98,197,259,269,304,464,469,487	142,445,297,389,375,189,267,482,293,64,275,371,464,61,107,213,166,171,382,197,109,271,239,487,106,78,393,480	0	0	0	0.030192307692307695	0	0
47	18,310	129,28,157,293,74,133,34,189,122,386,215,303	0	0	0	0	0	0
48	377	432,59,451,376,71,118,161,1	0	0	0	0	0	0
49	81,90,97,385,400,409,419	376,317,475,140,81,343,39,130,182,394,453,316,144,164,312,189,107,180,68,188,242,181,224,5,187	0.10000000000000001	0.14285714285714285	0.20000000000000001	0.028571428571428574	0	0.10633668103022985
50	12,73,115,219,288,306,439,470	260,110,411,334,348,161,16,392,157,42,108,115,294,45,191,387,326,438,324,113,98,189,160,222,47,36	0	0	0	0.010416666666666666	0	0
51	11,151,272,280,282,284,291,370,430,458	209,91,53,336,395,274,354,57,163,86,46,248,245,311,218,434,405,197,314,483,108,61,110,331,224,281	0	0	0	0	0	0
52	56,57,66,157,166,228,270,345,410	205,20,72,11,40,115,58,278	0	0	0	0	0	0
53	69,135,154	173	0	0	0	0	0	0
54	23,71,111,136,214,223,251	257,275,94,329,486,335,2,427,102,288,240,32,475,74,411,143,336,57,62,106,442,169,457,342,242,365	0	0	0	0	0	0
55	130,200,210,218,275,282,291,306,332	189,43,409,324,411,412,109,53,86,390,215,33,106,159,233,226,298,232,194,54,156,396,213,258,116,498,9	0	0	0	0	0	0
56	41,126,240,264,318,383,399,440	315,237,492,11,482,476,395,378,253,7	0	0	0	0	0	0
57	492	381,189	0	0	0	0	0	0
58	7,14,210	321,187,322,136,301,352,245,153,160,382,176,350,232	0	0	0	0	0	0
59	19,66,106,132,184,430,432	463,325,189,202,98,449,177,314,109,265,250,352,430,101,484,160,132,170	0	0	0	0.027795733678086621	0	0
60	211,283,433,446	121,163,218,9,343,295,84,367,356,369,5,471,3,155,239,330,320,329,189,421,334	0	0	0	0	0	0
61	261	144,457,1,385,432,139,362,240,404,231,156,424,405,271,330,241,26	0	0	0	0	0	0
62	151,215,357	200,419,301,29,166,91,358,65,464,293,205,25,354,215,35,423,202,56,484,145,6,370,49,411,41	0	0	0	0.023809523809523808	0	0
63	53,69,330,389,436	60,10,34,257,248,439,449,324,273,303,183,334,105,419,88,16,360,396	0	0	0	0	0	0
64	68,143,148,218,351,437,442,466,467,494	141,160,426,371,441,200,81,360,472	0	0	0	0	0	0
65	101,153,262,331,339,368,401,493	422,493,261,470,143,435,310,43,155,255,188,148,303,114,207,158,314,352,199,154,468	0.10000000000000001	0.125	0.5	0.0625	0.29608191096586522	0.15958907712489634
66	47,128,241,401,460	66,400,188,248,369,202,69,268,11,281,280,193,402,295,360,366,52,172	0	0	0	0	0	0
67	152,241,258,269,348,482,490,499	399,223,174,429,284,222,154,494,330,182,458,417	0	0	0	0	0	0
68	3,129	163,50,387,257,434,373,315,23,276,389,109	0	0	0	0	0	0
69	69,78,129,155,246,275,304,454	243,227,454,151,339,381,401,234,441,149,54,210,53,74,127,6,88	0.10000000000000001	0.125	0.33333333333333331	0.041666666666666664	0.23463936301137822	0.12647135138382856
70	3,49,83,90,107,288,395,406,429	423,308,448,0,13,134,288,57,65,314,489,437,312,429,24,213,278,478	0.10000000000000001	0.1111111111111111	0.14285714285714285	0.031746031746031744	0	0.078348516471495114
71	96,215,235,258,262,434,473	71,111,275,170,462,292,404,290,45,104	0	0	0	0	0	0
72	108,211,250,271,327,460,463,467	250,283,487,401,36,347,136,456,51,84,25,15,391,123,100,191,267,386,348,322,413,183,105,174,114,380,135,316,463	0.10000000000000001	0.125	1	0.1336206896551724	0.46927872602275644	0.25294270276765712
73		201,205,438,289	0	0	0	0	0	0
74	75,90,112,159,377,388,395,439,494	114,435,425,247,50,432,485,457,271,176,390,416,405,168,418,238,431,8	0	0	0	0	0	0
75	41,126,249,326,407,453,465		0	0	0	0	0	0
76	64,76,233,267,338,397,443,486	281,341,197,391,117,407,455,276,402,28,219,413,130,175,355,182,289,194,165,32,396,275,22,443,160,389,340,462,139	0	0	0	0.005208333333333333	0	0
77		152,6,486,177,239,157,95,173,110,326,106,20,302,307,211,169,57,212,66	0	0	0	0	0	0
78	121,211,257,275,329,388,396,485,496	278,128,296,148,389,238,359,147,263,328,144,217,266,89,358,350,179,448,369,93,276,249,15,297,478,429	0	0	0	0	0	0
79	25,100,123,177,253,445,483,486	456,320,325,150,6,92,263,104,494,53,54,141,338,280,342,407,314,303,194,146,98,36	0	0	0	0	0	0
80	74,95,176,276,335,363,460	10,324,54	0	0	0	0	0	0
81	2,201,238,246,335,464,465	267,49	0	0	0	0	0	0
82	74,90,114,145,157,180,191,279,309,328	348	0	0	0	0	0	0
83	85,94,101,295,311,332,371,375	69,288,206,301,8,272,0,489,286,55,302,237,284,274,499,378,485,451	0	0	0	0	0	0
84	29,59,99,199,227,233,276,320	24,79,459,186,443,7,464,325,162,461,93,134,138,424,50,243,382,472	0	0	0	0	0	0
85	64,90,105,156,225	121,73	0	0	0	0	0	0
86	25,63,80,158,163,308,317,327,330,406	488,429,382,35	0	0	0	0	0	0
87	25,199,306,319,333,382,408,493	477,6	0	0	0	0	0	0
88	68,227	181,282,64,297,218,322,135,191,274,353,5	0	0	0	0	0	0
89	9,32,36,110,114,146,275,308,498	430,24,35,96,354	0	0	0	0	0	0
90	153,159,237,378,420,441,450,479	211,135,95,490,388,90,241,228,83,174,405,10,2,69,371,25,255,390,415,114,240,299,178,173,31,458,430,218,366	0	0	0	0	0	0
91	102,230	35,264,495,448,419,329,411,357,189,362	0	0	0	0	0	0
92	46,108,119,162,173,288	148	0	0	0	0	0	0
93	34,56,91,127,187,225,267,281,388,397	33,450,244,38,319,412,315,119,258,189,312	0	0	0	0	0	0
94		18,260,200,225,349,478,326,336,497,184	0	0	0	0	0	0
95	12,181,183,344,347	232,295,3,334,124,340,80,455,401,328,264,358,31,393,14,486,171,426,318,87,46,440,299	0	0	0	0	0	0
96	30,136,228,410,437,438,446,464	272,22,473,490,9,429	0	0	0	0	0	0
97	17,65,269,342,365,463	443,470,152,376,44	0	0	0	0	0	0
98	36,190,204	230,125,30	0	0	0	0	0	0
99	269,323	137,80,445,120,14,245,482,109,322,79,380,374,271,452,18,75	0	0	0	0	0	0
100	129,232,262,295,458,497	136,154,28,315,189,102,214,78,415,139	0	0	0	0	0	0
101	89,313	362,43,144,241,129,27,230,234,39,45,425,113,101,480,454	0	0	0	0	0	0
102	124,362	489,478,216,349,286,487,88	0	0	0	0	0	0
103	132,136,160,170,231,483	480,59,63,94,359,248,274,191,234,2,489,204	0	0	0	0	0	0
104	32,162	43,461,75,247,221,365,498,440,455,232,399,406,296,36,122,181,407,298,483,9,33,404,474,473,258,237,2,204,303	0	0	0	0	0	0
105	2,81,104,153,178,234,370,439,495	415,255,126,224,15,378,436,95,480,449,159,456,52,29,447,69,179,281,115,202,234,440,203,79,20	0	0	0	0.0052910052910052907	0	0
106	96,201,207,284,286,317,329,475	319,13,345,400,209	0	0	0	0	0	0
107	14,211,222,243,346,361,392,437,450	367,306,406,384,101,230,118,145,424,497,305,417,312,28,279,453,479,296,366,115,345,184,329,281,144,396,295,169	0	0	0	0	0	0
108	415	74,483,66,271,348,138,467,468,347,313,299,174,33,107,222	0	0	0	0	0	0
109	87,98,147,212,238,363,392,424	305,420,318,53,121,66,55,364,164,260,408,480	0	0	0	0	0	0
110	108,136,204,207,250,356,380,475,484	439,146,164	0	0	0	0	0	0
111		212,286,293,239,407,84,336,432,190,124,339,390,186,405,40,227,167,304,401,91,430,161,281,429,490,384,246	0	0	0	0	0	0
112	76,369,376	330,210,374,110,447,98,201,9,393,482,381,158,371,436,123,440,477,478,498,400,162,306,427,8,117,208,68,126,392	0	0	0	0	0	0
113	40,125,252,449,457,494	39,349,291,259,237,131,379,113,494,457	0.20000000000000001	0.33333333333333331	0.1111111111111111	0.05185185185185185	0	0.17856411732486627
114	84,216,267,312	286,363,216,343,138,263,468,261,198,111,432,459,40,158,441	0.10000000000000001	0.25	0.33333333333333331	0.083333333333333329	0.23463936301137822	0.19519002499605084
115	93,114,148,202,258,449,481	354,243,411,343	0	0	0	0	0	0
116	9,18,171,288,291,303,305,428,482		0	0	0	0	0	0
117	76,133,186,211	484,334,209,16,405,308,338,223,201,18,294,331,115,395,455,255	0	0	0	0	0	0
118	47,115,124,141,249,345,361,453	235,374,472,213,319,69,402,376,255,265,144	0	0	0	0	0	0
119	19,139,164,295,342,344,394,460	112,232,423,43,269,337,229,155,86,347,103	0	0	0	0	0	0
120	50,98,198,347,354,441	166,390,184,218,400,251,225,397,394,160,161,342,226,148,395,434,493,399,317	0	0	0	0	0	0
121	211,335,415	212,326,361,253,39,154,255,416,34,198,437,156,448,290,21,460,89,493,83,84,352,107	0	0	0	0	0	0
122	170	402,368,489,459	0	0	0	0	0	0
123	143,321	154,82,278,266,304,497,109,353,175,429,233,393	0	0	0	0	0	0
124	142,325	47,184,39,363,485,59,419,335,260,75,452,25,17,332,262	0	0	0	0	0	0
125	50	149,408,490,215,197,169,241	0	0	0	0	0	0
126	116,315	63,107,253,222,485,478,244,208,276,323,285	0	0	0	0	0	0
127	161,231,366	448,126,81,365,263,264,438,173,117,345,411,371,300,28,475,422,330,307,38,43,258,289,198,40,79,39,70,362,399,156	0	0	0	0	0	0
128	10,196	113,498,247,159,260,256,244,75,467,275,32,198,291,432,412,329,259,373,11	0	0	0	0	0	0
129	343,391	134,249,400,155,108,197,205	0	0	0	0	0	0
130		168,402,256,358,165,184	0	0	0	0	0	0
131	194,234,299,335,375,425	412,4,78,111,125,136,382,342,69,160,3,103,21,272	0	0	0	0	0	0
132	302,361,492		0	0	0	0	0	0
133	23,98	44,13,379,174,377,233,408,48,196,272,170,29,128,278,178,84,256,134,350,428,235,303,255	0	0	0	0	0	0
134	14,16,55,71,146,181,192,267,358,374	338,355,73,299,132,360,57,82,78,335,241,395	0	0	0	0	0	0
135	27,86,98,167,406,410,459	299,13,128,353,355,68,85,73	0	0	0	0	0	0
136	110,275,323	383,140,346,214,69,111,130,429,424,192,331,350,170,219,460,89,52,267,184,478,144,264,218	0	0	0	0	0	0
137	179,451	211	0	0	0	0	0	0
138	11,32,223,262,365,371,383,410	309,149,29,151,223,471,266,419,69,136,147,292,270,370,54,157,75,20,302,482,24,420,489,356,129,261,462	0.10000000000000001	0.125	0.20000000000000001	0.025000000000000001	0	0.097851594635160424
139	5,69,149,228,249,284,310,420,437,484	398,222,25,455,334,315,240,335,332,141,146,297,449,360,290,487,201,236,266,391,465	0	0	0	0	0	0
140	26,32,99,107,286,367,408,420	94,133,43,73,325,95,219,47,32,131,345,324,261,262,440,163,334,402,58,333,159,257,100,126,78,227,84,19	0.10000000000000001	0.125	0.1111111111111111	0.013888888888888888	0	0.076143340717383504
141	39,56,70,147,232,303,370,468	250,6,337,263,358,322,452,137,359,86,70,474,99,236,68,89,124,418,287,478,278	0	0	0	0.011363636363636364	0	0
142	49,251	47,394,104,452,327,212,153,406,298,400,261,226,165,191,66,238,77,33,305,263,258,352,44,224,9,468	0	0	0	0	0	0
143	145,185,225	74,383,84,233,499,434,132,332,322,83	0	0	0	0	0	0
144	320	390,475,211,114	0	0	0	0	0	0
145	9,24,51,78,191,193,262,265,415,481	422,426,367,5,179,414,89,241,461,475,487	0	0	0	0	0	0
146	16,153,197,309,382,492,495	494,257,442,213,490,97,123,399,318,322,321,226,498,357,20,458,437,282,74,381,376,431,414,105,448,57,37,195,140,21	0	0	0	0	0	0
147	28,50,174,221,337,345	376,114,489,281,156,60,460,284,290,138,184	0	0	0	0	0	0
148	45,65,84,180,206,256,354,375,399	367,142,154,98,247,284,489,248,129,261,87,7,181,439,253,88,255	0	0	0	0	0	0
149	72,293,351,354,393	6,242,305,142,482,200,66,238,351,151,176,136,107,189,487,276,449,408,211,252,253,428,201,371,33,422,372,362	0.10000000000000001	0.20000000000000001	0.1111111111111111	0.02222222222222222	0	0.10209739512291163
150	30,175,359,374,405,409,422,446	434,69	0	0	0	0	0	0
151	51,115,129,182,259,298,409	14,403,304,242,370,398,400,214,54,321,345,181,33,428,391,47,77,473,257,64,180,2,283,365,81	0	0	0	0	0	0
152	12,150,256,266,308,325,355,412,447	494,67,378,489,73,74,122,98,370,339,39,433	0	0	0	0	0	0
153	27,42,133,171,219,256,357,468,492,499		0	0	0	0	0	0
154	250,291,352	26,24,251,442,497,114,180,352,79,94,243,202,266,327,391,125	0.10000000000000001	0.33333333333333331	0.125	0.041666666666666664	0	0.14804095548293261
155	194,284,315,397,404,409,413,449,456,497	155,54,367,37,203,449,109,333,31,429,474,484,466,244,411,331,222,128,53,483,376	0.10000000000000001	0.10000000000000001	0.16666666666666666	0.016666666666666666	0	0.078398268978675328
156	14,58,80,89,111,192,328,356,377	444,255,462,93,270,275,19,163,209,362,180,133,422,360,452,109,355,484,216,154,47,421,353,79,82,394,311,38,415,21	0	0	0	0	0	0
157	250,357	462,425,174,488,39,92,20,75,313,466,454,403,19,437,188,374,192,166	0	0	0	0	0	0
158	158,347	433,97,427,316,160,46,125,266,68,302,96,378,259,364	0	0	0	0	0	0
159	24,46,88,110,117,225,275,363,458,492	435,319,428,487,124,73	0	0	0	0	0	0
160	287,434	469,75,435,220,441,98,274,203,78,207,293,450,253,12,467,345,28,107,481,228,322,119,267,88,116,233,438,291	0	0	0	0	0	0
161	93,138,190,232,262,312,442,473	107,472,309,58,374,267,495,440,303,355,380	0	0	0	0	0	0
162	42,205,277,337,437	267,416,497,393,70,201,444,378,466,171,16,451,355,230,95,51,129,339,88,318,396,268,438,222,39,21,236,249,133	0	0	0	0	0	0
163	40,64,179,200,243,388,445	160,176,131,239,382,358,389,91,400,361,155,260,311,271,496,86,339	0	0	0	0	0	0
164	150,166,205,323,385,406,424,440,445	112,5,290,108,210,375,184,98,89,111,421,138	0	0	0	0	0	0
165	46,113,159,176,245,260,265,292,302,427	204,88,346	0	0	0	0	0	0
166	498	108,347,24,179,283	0	0	0	0	0	0
167	121,124,267,274,356,434,441,445,455	21,166,134,45,388,228,38,420,35,319,292,252,185,490,482,408,392,342,77	0	0	0	0	0	0
168		377,324,210,358,402,120,146,430,38	0	0	0	0	0	0
169	55	306,148,162,79,316,295,404,168,217,373,480,435,17,349,397,99,356,487,36,37,418	0	0	0	0	0	0
170	365,404	441,370,187,382,132,84,449,352,367,403,60,112,161,250,418,378,244,1,412,190,167,148,22,267,147,326,98	0	0	0	0	0	0
171	310,423	431	0	0	0	0	0	0
172	453,492	321,122,209,110,300,307,246,475,165,124,443,61,212,374,17,34,301,238,427,429	0	0	0	0	0	0
173	479	204,31,55,83,17	0	0	0	0	0	0
174	125,250,290,300,315,321,346,466	82,487,292,357,121,39,310,149,381,491,400,396,186,114,179,147,375,216,95,180,473,252	0	0	0	0	0	0
175		204,65,47,132,424,280,37	0	0	0	0	0	0
176	35,85,111,139,158,177,178,228,415	256,146,431	0	0	0	0	0	0
177	4,22,58,82,127,136,176,374,397,452	388,146,355,332,451,328,102,13,431,179,419,353,395,485,38,401,230,386	0	0	0	0	0	0
178	282,296,311,340,354,439,469	187,4	0	0	0	0	0	0
179	430,459,471	136,173,326,367,374	0	0	0	0	0	0
180	23,44,137,256,373,385,472	236,404,331,85,319,327,88,51,196,294,261,416,37,274,224,259,470,265,412,58	0	0	0	0	0	0
181	218,365	417,361,37,121,72	0	0	0	0	0	0
182	7,38,317,332,338	398,164,367,36,127,421,430,13,416,237,208,262,471,139,73,331,87,82,368,33,433,417,297,451,302	0	0	0	0	0	0
183	41,102,204,306,363,396,464,471	98,333,7,411,27,22,401,115,257,24,85,215,65,39,222,335,36,38,126,51,216,161,214,142,235,210	0	0	0	0	0	0
184	130,358,373,442	378,257,374,267,106,387,274,417,498,286,84,319,370,131,175,23,390,210,94,57,476,384,281,7,298,130,389,152,329,478	0	0	0	0.0096153846153846159	0	0
185	213,269,304,326,355,444,458,460,471,478	138,244,474,373,475,147,85,294,34,97,28,230,370,127	0	0	0	0	0	0
186	130,279	374,120,199,52,369,251,125,85	0	0	0	0	0	0
187	16,36,90,129,239,259,411	162,4,381,465,205,316,166,489,379,399,271,407,480,145,395,431,140,109,210,209,185,255,452,41,273,35	0	0	0	0	0	0
188	7,292,300,322	499,222,246,381,337,36,92,317,284,247,226,471,178,473,486,28,363,424,386,453,266,126,152	0	0	0	0	0	0
189	116,257,312,314,370,450	425,259,70,31,400,52,283,274,30,469,436,478,251,140,51,151,194,65,49,181,236,188,250,273	0	0	0	0	0	0
190	170,228,242	227,491,287,207,243,488,323,344,414,196,121,215,290,93,390,149,458,94,239,146	0	0	0	0	0	0
191	89,288,461	245,263,295,373,260,104,483,9,278,64,343	0	0	0	0	0	0
192	90,103,173,348,483,497	214,273,228,10,120,415,128,325,88,461,265,276,434,34,460,237,274,306,334,479,251,422,409,108	0	0	0	0	0	0
193	119,190,246	97,256,368,293,153,322,274,5,162,64	0	0	0	0	0	0
194	19,31,109,134,148,260,308,357,372,453	200,16,227,286,341,145,496,5,33,462,101,415,445,113,28,89,248,460,381,189,68,39,153,271,241,186,105,52	0	0	0	0	0	0
195	19,111,129,160,451	175,407,85,141,192,196,173,310,413,259,364,149	0	0	0	0	0	0
196	25,74,100,143,377,492	200,79,284,376,154,190,228,316,317,215,187,359,321,107,91,291,334,399,437,305,442,63,217,464,47,232	0	0	0	0	0	0
197	106,245,465	73,118,231,190,409,28,38,129,333,142,284,486,263,342,206,167,166,132,312,358,320,163,84,201,137,3,105,440	0	0	0	0	0	0
198	405	381,125,433,233,242,169,284,372,33,184,246,309,116,283,68,380,179,2,6,141,189,407,66,61,463,4,51,174	0	0	0	0	0	0
199	10,145,193,216,220,270,277,308,410,452	473,217,44	0	0	0	0	0	0
200		346,366,282,23,439,261,156,117,22,426,251,175,377	0	0	0	0	0	0
201	2,183,395,434		0	0	0	0	0	0
202	201	424,98,282,315,233,150,491	0	0	0	0	0	0
203	30,39,380,381,391,432	454,139,408,276,213,217,412,343,150,433,485,214,450,411,477,467,38,305,76,323,97,222,133,338,69	0	0	0	0	0	0
204		324,76,251,254,27,47,333,444,158,150,499,38,461,70,343,1,271,439,21,448,188,311,469,346,255,19,120	0	0	0	0	0	0
205	205,263,278,294,297,384,403,420,460	290,159,193,1,214,370,131,104,79,80,13,92,476,401	0	0	0	0	0	0
206	155,157,173,255,328,356	374,261,24,51,350,10,310,196,103,126,489	0	0	0	0	0	0
207	34,41,63,80,166,171,177,430,463,490	328,296,29,406,184,107,5,368,224,8,294,79,48,340,428,214,22,353,205,86,134,430,142,17,287,219	0	0	0	0.0045454545454545452	0	0
208	2,22,55,150,347,379,390	116,366,339,244,296,412,369,134,43,303,112,156,320,179,62,463,142,328,324	0	0	0	0	0	0
209	50,152,198,374	324,385,367,404,58,6,256,68,407,474	0	0	0	0	0	0
210	31,377,434,449	106,313,206,271,111,299,370,66,200,81,113,90,60,388,448,305,477,223,30,380,416,449,467,245,116,40,250	0	0	0	0.011363636363636364	0	0
211	357	60,227,333,484,248,266,292,70,105,251,84,28,376,335,55,152,45,416,360,306	0	0	0	0	0	0
212	15,69,108,132,187,447,450,496	10,268,442,147,497,58,115,162,199	0	0	0	0	0	0
213	29,48,104,136,153,282,286,356,381	156,378,435,122,244,154,7,41,126,459,485,301,95,309,496,293,185	0	0	0	0	0	0
214	32,149,180,213,262,264,290,322,346,452	61,200	0	0	0	0	0	0
215	92,127,146,434	264,357,205,65,477,88,53,436,203,396,118,315,57	0	0	0	0	0	0
216	75,85,120,275,391,403,422,496	477,205,139,476,392,491,344,317	0	0	0	0	0	0
217		180,125,486,110,495,308,277,392,204,397,41,371,475,336,483,482,447,202,98,262,419,438,400,137	0	0	0	0	0	0
218	299,453,499	242,96,12,316,265,308,207,239,372,391,101,358,51,212,293,396,67,434	0	0	0	0	0	0
219	36,49,141,287,300,309,323,430,453	162,188,489,101,403,13,497,221,147,277,289,474,85,21,346	0	0	0	0	0	0
220	2,45,85,210,237,294,296,405,424	22,128,366,443,104,299,10,283,232,121,147,60	0	0	0	0	0	0
221	4,43,44,75,315,387,432,487	61,275,452,379,68,177,55,380,213,216,13,482,206,86,157,24,112,273,332	0	0	0	0	0	0
222	112,174,198,234,347,390,423,449,499	286,232	0	0	0	0	0	0
223	306	304,493,338,170,448	0	0	0	0	0	0
224	112,138,203,304,411,420	486,2,102,321,19,354	0	0	0	0	0	0
225	3,62,212,242,280,294	374,423,19,226,345,290,27,129,80,463,441,112,138,168,113,35,449,390,132,348,359,371,101,0,148,499	0	0	0	0	0	0
226		180,399,395,96,208,197,307,459,486	0	0	0	0	0	0
227	49,201,403,487	368,32,177,490,409,375,10,484,241,107,162,135,193,492,302,70,432,325,188,424,364	0	0	0	0	0	0
228	58,296,315,320,466	289,227,35,320,114,77,304,264,449,464,197,141,471,9,417,55,266,322,246,195,349,369,73	0.10000000000000001	0.20000000000000001	0.25	0.050000000000000003	0	0.14606834984270645
229	44,197,251,265,406,451,481	438,325,187,181,15,261,471,202,346,23,440,419,246,477,311,122,493,111,306,293,20,296,173,152,426,275,47,255,3	0	0	0	0	0	0
230	128,212,238,318,330	205,405,183,167,396,334,35,63,344,73,309,112,346	0	0	0	0	0	0
231	30,54,130,177,180,236,345,369,477	417,210,35,382,319,441,4,120,78,297,444,169,244,299,307	0	0	0	0	0	0
232	151,168,415	297,15,332,175,56,292,157,406,281,10,331,425,9	0	0	0	0	0	0
233	113,223,297,305,341,370,393,434	78,93,468,473,493,405,25,433	0	0	0	0	0	0
234	55,167,208,224,248,299,370,421,487	208,276,263,135,254,303,343,110,52,101,109,273,402,82,381,425,203,165,265,492,375,199,348,63,342,153,129	0.10000000000000001	0.1111111111111111	1	0.1111111111111111	0.46927872602275644	0.23504554941448536
235	6,37,95,190,194,211,444	154,64,367,135,302,203,303,437,33,359,365,338,278,244,239,418,68,182	0	0	0	0	0	0
236	17,157,252,381,412	37,339,420,491,414,359,202,45,179,271	0	0	0	0	0	0
237	265,341	246,263,268,491,226,215,196,445,161,186,134,427,106,115,208,241,317,340,31	0	0	0	0	0	0
238	9,205,215,339,422,434,499	433,12,181,229,391,264,176,124,157,111,114,97,353,348	0	0	0	0	0	0
239	17,104,172,267,300,345,370,413,486,495	388,204,258,227,427,289	0	0	0	0	0	0
240	49,140,179,276,357,414,416	32	0	0	0	0	0	0
241		388,216,261,485,62,122,357,493,425,299,367	0	0	0	0	0	0
242	54,62,75,208,270,489	248,402,391,147,335,44,245,37,115,16,103	0	0	0	0	0	0
